name,mbti,gender,category,subcategory
Siri,ISTJ,unknown,Internet,Virtual Youtubers
Nakiri Ayame,ENFP,unknown,Internet,Virtual Youtubers
Samantha “Sam” Samsung  (Samsung Girl),ENFP,unknown,Internet,Virtual Youtubers
Tokoyami Towa,ISFP,unknown,Internet,Virtual Youtubers
Mayu,INFJ,unknown,Internet,VOCALOID
Minato Aqua,ISFJ,unknown,Internet,Virtual Youtubers
Ironmouse,ENFP,unknown,Internet,Virtual Youtubers
Hex Haywire,INFJ,unknown,Internet,Virtual Youtubers
Sakamata Chloe,INFJ,unknown,Internet,Virtual Youtubers
Alban Knox,ESFJ,unknown,Internet,Virtual Youtubers
Ōzora Subaru,ESFP,unknown,Internet,Virtual Youtubers
Ren Zotto,ENFJ,unknown,Internet,Virtual Youtubers
Utatane Piko,ISFP,unknown,Internet,VOCALOID
Natsuiro Matsuri,ENFP,unknown,Internet,Virtual Youtubers
Kaela Kovalskia,ISTP,unknown,Internet,Virtual Youtubers
Yuzuki Yukari,INTP,unknown,Internet,VOCALOID
La+ Darknesss,ENTP,unknown,Internet,Virtual Youtubers
Codemiko,ENTP,unknown,Internet,Virtual Youtubers
Otomachi Una,ENFP,unknown,Internet,VOCALOID
Aia Amare,ESTJ,unknown,Internet,Virtual Youtubers
SeeU,ESFJ,unknown,Internet,VOCALOID
Projekt Melody,ENFP,unknown,Internet,Virtual Youtubers
Reimu Endou,ENFJ,unknown,Internet,Virtual Youtubers
Shirakami Fubuki,ENFP,unknown,Internet,Virtual Youtubers
Rosemi Lovelock,INFP,unknown,Internet,Virtual Youtubers
Hakos Baelz,ENFP,unknown,Internet,Virtual Youtubers
Omaru Polka,ENFP,unknown,Internet,Virtual Youtubers
Yugo Asuma,ISFP,unknown,Internet,Virtual Youtubers
Himemori Luna,ISFP,unknown,Internet,Virtual Youtubers
Mayuzumi Kai,INTP,unknown,Internet,Virtual Youtubers
Tsunomaki Watame,ESFJ,unknown,Internet,Virtual Youtubers
Murasaki Shion,ESFP,unknown,Internet,Virtual Youtubers
Tsukino Mito,ENTP,unknown,Internet,Virtual Youtubers
VY2,INTP,unknown,Internet,VOCALOID
Pavolia Reine,ISFJ,unknown,Internet,Virtual Youtubers
Maria Marionette,ESFP,unknown,Internet,Virtual Youtubers
Ruko Yokune,ENTP,unknown,Internet,VOCALOID
Mika Melatika,ENTP,unknown,Internet,Virtual Youtubers
Tei Sukone,INFJ,unknown,Internet,VOCALOID
Senzawa,ENFP,unknown,Internet,Virtual Youtubers
Bao (Hikaru Station),ENFP,unknown,Internet,Virtual Youtubers
Veibae,ESTP,unknown,Internet,Virtual Youtubers
IRyS,ENFJ,unknown,Internet,Virtual Youtubers
Kson,ENTP,unknown,Internet,Virtual Youtubers
Kobo Kanaeru,ENTP,unknown,Internet,Virtual Youtubers
Scarle Yonaguni,INFP,unknown,Internet,Virtual Youtubers
Kaai Yuki,ISFJ,unknown,Internet,VOCALOID
Selen Tatsuki,ESTP,unknown,Internet,Virtual Youtubers
Tsukumo Sana,ENFJ,unknown,Internet,Virtual Youtubers
Tokino Sora,ENFJ,unknown,Internet,Virtual Youtubers
Momosuzu Nene,ESFJ,unknown,Internet,Virtual Youtubers
Regis Altare,ENFJ,unknown,Internet,Virtual Youtubers
MEIKA Mikoto,INTP,unknown,Internet,VOCALOID
Artemis of the Blue,INTP,unknown,Internet,Virtual Youtubers
Moona Hoshinova,INTP,unknown,Internet,Virtual Youtubers
Noir Vesper,ISFJ,unknown,Internet,Virtual Youtubers
Kaida Haru,ESFJ,unknown,Internet,Virtual Youtubers
Amatsuka Uto (天使うと),INFP,unknown,Internet,Virtual Youtubers
Shirogane Noel,ISFJ,unknown,Internet,Virtual Youtubers
Yameii,ISFP,unknown,Internet,Virtual Youtubers
Elira Pendora,ENFP,unknown,Internet,Virtual Youtubers
KamiyaJuu,ENTJ,unknown,Internet,Virtual Youtubers
Aster Arcadia,INFJ,unknown,Internet,Virtual Youtubers
Doppio Dropscythe,ENTP,unknown,Internet,Virtual Youtubers
Yowane Haku (Fanloid),INFP,unknown,Internet,VOCALOID
Kageyama Shien,ISFP,unknown,Internet,Virtual Youtubers
Amano Pikamee,ENFP,unknown,Internet,Virtual Youtubers
Saegusa Akina,ESFP,unknown,Internet,Virtual Youtubers
ShyLily,ENFP,unknown,Internet,Virtual Youtubers
Luo Tianyi (洛天依),ISFJ,unknown,Internet,VOCALOID
Ayunda Risu,ENFP,unknown,Internet,Virtual Youtubers
Lily,ISTP,unknown,Internet,VOCALOID
Rana,ESFJ,unknown,Internet,VOCALOID
Detective Void,INTP,unknown,Internet,Virtual Youtubers
Nekomura Iroha,ENFP,unknown,Internet,VOCALOID
Millie Parfait,ENFP,unknown,Internet,Virtual Youtubers
Vestia Zeta,ISFJ,unknown,Internet,Virtual Youtubers
MEIKA Hime,ENFP,unknown,Internet,VOCALOID
Kenmochi Touya,ENTP,unknown,Internet,Virtual Youtubers
Finana Ryugu,INFP,unknown,Internet,Virtual Youtubers
Takane Lui,ISFJ,unknown,Internet,Virtual Youtubers
Uta Utane (Defoko) (UTAUloid),INTP,unknown,Internet,VOCALOID
Yuzuki Choco,ISFJ,unknown,Internet,Virtual Youtubers
Minato Fuwa,ENFJ,unknown,Internet,Virtual Youtubers
Pomu Rainpuff,ENFP,unknown,Internet,Virtual Youtubers
Ōkami Mio,ENFJ,unknown,Internet,Virtual Youtubers
A-chan,ISTJ,unknown,Internet,Virtual Youtubers
Genzuki Tojiro,INFJ,unknown,Internet,Virtual Youtubers
Shiranui Flare,ISFP,unknown,Internet,Virtual Youtubers
Yozora Mel,ISFJ,unknown,Internet,Virtual Youtubers
Momo Momone,ISFJ,unknown,Internet,VOCALOID
Gahata Meiji,ENTP,unknown,Internet,Virtual Youtubers
Yukoku Roberu,ENTP,unknown,Internet,Virtual Youtubers
Roboco,ISFJ,unknown,Internet,Virtual Youtubers
Isekaijoucho (ヰ世界情緒),INTP,unknown,Internet,Virtual Youtubers
Magni Dezmond,ENTP,unknown,Internet,Virtual Youtubers
Kizuna Akari,ENFP,unknown,Internet,VOCALOID
Kagura Mea,ESTP,unknown,Internet,Virtual Youtubers
Hoshikawa Sara,ESFP,unknown,Internet,Virtual Youtubers
Kanade Izuru,ISTP,unknown,Internet,Virtual Youtubers
Froot,INFP,unknown,Internet,Virtual Youtubers
Zatsune Miku,ENTJ,unknown,Internet,VOCALOID
Kazama Iroha,ISFP,unknown,Internet,Virtual Youtubers
Hyakumantenbara Salome,ENFP,unknown,Internet,Virtual Youtubers
Axel Syrios,ESFP,unknown,Internet,Virtual Youtubers
Yukihana Lamy,ISFJ,unknown,Internet,Virtual Youtubers
Omegaα,INTJ,unknown,Internet,Virtual Youtubers
filian,ENTP,unknown,Internet,Virtual Youtubers
Leon Hendrix,ENFJ,unknown,Internet,General Vloggers
Ver Vermillion,INFP,unknown,Internet,Virtual Youtubers
Astel Leda,ENTP,unknown,Internet,Virtual Youtubers
Airani Iofifteen,ENFJ,unknown,Internet,Virtual Youtubers
Batatacompepino,ENTP,unknown,Internet,Virtual Youtubers
KAF (花譜),INFP,unknown,Internet,Virtual Youtubers
SARUEI,ENTJ,unknown,Internet,Virtual Youtubers
Rakkun,ENTP,unknown,Internet,Virtual Youtubers
Hakui Koyori,ENFP,unknown,Internet,Virtual Youtubers
Kotoka Torahime,ISFP,unknown,Internet,Virtual Youtubers
Higuchi Kaede,INFJ,unknown,Internet,Virtual Youtubers
Nagao Kei,ENFP,unknown,Internet,Virtual Youtubers
Snuffy (Snuffyowo),ISFP,unknown,Internet,Virtual Youtubers
Suwie (Loli),ISTP,unknown,Internet,Virtual Youtubers
Eleanor Forte (ENG-F1),INFP,unknown,Internet,VOCALOID
可不 (KAFU),ISFP,unknown,Internet,VOCALOID
Kenji (Sunkenji),ESTP,unknown,Internet,Virtual Youtubers
Ritsu Namine,INTJ,unknown,Internet,VOCALOID
one (cevio),INTJ,unknown,Internet,VOCALOID
Shigure Ui,INFJ,unknown,Internet,Virtual Youtubers
Jyo Mello Mahoinu,ENFP,unknown,Internet,Virtual Youtubers
YOHIOloid,ENFP,unknown,Internet,VOCALOID
Lord Aethelstan,ENTP,unknown,Internet,Virtual Youtubers
Zaion LanZa,ISTP,unknown,Internet,Virtual Youtubers
Xingchen (Stardust),INFP,unknown,Internet,VOCALOID
Matsudappoiyo,INTP,unknown,Internet,VOCALOID
Kagami Hayato,INFJ,unknown,Internet,Virtual Youtubers
Sukoya Kana,ENFJ,unknown,Internet,Virtual Youtubers
Sasaki Saku,ESFP,unknown,Internet,Virtual Youtubers
Hatoba Tsugu (鳩羽つぐ),INFJ,unknown,Internet,Virtual Youtubers
Haruno Sora,INFJ,unknown,Internet,VOCALOID
Juniper Actias,INTP,unknown,Internet,Virtual Youtubers
Petra Gurin,ISFP,unknown,Internet,Virtual Youtubers
Misora Hina (妃纳海空),ESFJ,unknown,Internet,Virtual Youtubers
Suzuhara Lulu,INFJ,unknown,Internet,Virtual Youtubers
Hana Macchia,INFP,unknown,Internet,Virtual Youtubers
Zhiyu Moke,ENTP,unknown,Internet,VOCALOID
Jitomi Monoe,INTP,unknown,Internet,Virtual Youtubers
Lu do Magalu,ENFJ,unknown,Internet,Virtual Youtubers
Makaino Ririmu,INFP,unknown,Internet,Virtual Youtubers
Lala,INFP,unknown,Internet,VOCALOID
Diana（嘉然）,INFJ,unknown,Internet,Virtual Youtubers
星界 (SEKAI),INFJ,unknown,Internet,VOCALOID
Neuro-sama,ENTP,unknown,Internet,Virtual Youtubers
SF-A2 miki,ISFP,unknown,Internet,VOCALOID
kazehiki (utauloid),ISFJ,unknown,Internet,VOCALOID
Yujiro Someya,INTJ,unknown,Internet,Virtual Youtubers
Sister Claire,ISFJ,unknown,Internet,Virtual Youtubers
Kotonoha Akane,ENFJ,unknown,Internet,VOCALOID
Lize Helesta,INTJ,unknown,Internet,Virtual Youtubers
Hanasaki Miyabi,INFP,unknown,Internet,Virtual Youtubers
Ryushen,INFJ,unknown,Internet,Virtual Youtubers
Anya Melfissa,INTP,unknown,Internet,Virtual Youtubers
Lauren Iroas,ESTP,unknown,Internet,Virtual Youtubers
Luxiem,ENFJ,unknown,Internet,Virtual Youtubers
Hatsune Mikuo,INFJ,unknown,Internet,VOCALOID
Lil Miquela,ESFJ,unknown,Internet,Virtual Youtubers
DEX,ENFJ,unknown,Internet,VOCALOID
Aki Rosenthal,INFP,unknown,Internet,Virtual Youtubers
Aizo Shibasaki,ESTP,unknown,Internet,Virtual Youtubers
Fumino Tamaki,INFP,unknown,Internet,Virtual Youtubers
Yumemi Nemu,INFP,unknown,Internet,VOCALOID
AZKi,INFP,unknown,Internet,Virtual Youtubers
Akai Haato (Original),ISFP,unknown,Internet,Virtual Youtubers
Leos Vincent,INTP,unknown,Internet,Virtual Youtubers
Chibidoki,ENFP,unknown,Internet,Virtual Youtubers
Pippa Pipkin,ENFP,unknown,Internet,Virtual Youtubers
"Raşit ""Dilemma"" Burucu",ENTP,unknown,Internet,Virtual Youtubers
Gavis Bettel,ENTP,unknown,Internet,Virtual Youtubers
CUL,ESTP,unknown,Internet,VOCALOID
Honma Himawari,ENFP,unknown,Internet,Virtual Youtubers
Kotonoha Aoi,INFJ,unknown,Internet,VOCALOID
Suzuki Hina,INTP,unknown,Internet,Virtual Youtubers
Fanne Hero,ENTJ,unknown,Internet,VOCALOID
Aoi Nabi,INFP,unknown,Internet,Virtual Youtubers
Aoki Lapis,ISFJ,unknown,Internet,VOCALOID
Milly,ISFJ,unknown,Internet,Virtual Youtubers
Hana Yomeguri,ENFJ,unknown,Internet,Virtual Youtubers
Hagane Miku (Fanloid),ISTP,unknown,Internet,VOCALOID
Hiyama Kiyoteru,ISFJ,unknown,Internet,Virtual Youtubers
Galvan Ize,INTJ,unknown,Internet,Virtual Youtubers
AVANNA,INFJ,unknown,Internet,VOCALOID
Tanaka Hime,ENFP,unknown,Internet,Virtual Youtubers
Mano Aloe,ISFP,unknown,Internet,Virtual Youtubers
VY1,ESFJ,unknown,Internet,VOCALOID
Fushimi Gaku,INFJ,unknown,Internet,Virtual Youtubers
Bonnivier Pranaja,INFJ,unknown,Internet,Virtual Youtubers
Uzuki Kou,INFP,unknown,Internet,Virtual Youtubers
Akikoloid-chan,ENTP,unknown,Internet,VOCALOID
Otone Peke,INTP,unknown,Internet,VOCALOID
Tohoku Kiritan,INTP,unknown,Internet,VOCALOID
Reza Avanluna,INFJ,unknown,Internet,Virtual Youtubers
Oliver Evans,ESFJ,unknown,Internet,Virtual Youtubers
Joey's Jungle,ENFP,unknown,Internet,Virtual Youtubers
Akuma Nihmune,INFP,unknown,Internet,Virtual Youtubers
Yuezheng Longya,ENTJ,unknown,Internet,VOCALOID
Nekomiya Hinata,ISTP,unknown,Internet,Virtual Youtubers
Shirayuki Fuuma,ESFJ,unknown,Internet,Virtual Youtubers
Ange Katrina,ISFP,unknown,Internet,Virtual Youtubers
YANHE,INTP,unknown,Internet,VOCALOID
Zentreya,INTJ,unknown,Internet,Virtual Youtubers
Hakaine Maiko,ENFP,unknown,Internet,Virtual Youtubers
Aisha,ENFP,unknown,Internet,Virtual Youtubers
Haruka Karibu,INFP,unknown,Internet,Virtual Youtubers
MAIKA,ESFJ,unknown,Internet,VOCALOID
Calcium (Calne Ca),INTP,unknown,Internet,Virtual Youtubers
Haiyi,ENFP,unknown,Internet,VOCALOID
Emikukis,ESFP,unknown,Internet,Virtual Youtubers
Noctyx,ENTP,unknown,Internet,Virtual Youtubers
Laura Moonlight,INFP,unknown,Internet,Virtual Youtubers
Meloco Kyoran,ISFJ,unknown,Internet,Virtual Youtubers
Ring Suzune,ENFP,unknown,Internet,VOCALOID
Tone Rion,ESFP,unknown,Internet,VOCALOID
Matsudappoine (UTAUloid),ISTP,unknown,Internet,Virtual Youtubers
Dennou Shojo Siro,ENFP,unknown,Internet,Virtual Youtubers
Arurandeisu,ESFJ,unknown,Internet,Virtual Youtubers
Baianinho (2020),ENFP,unknown,Internet,Virtual Youtubers
Shirayuki Tomoe,ESFJ,unknown,Internet,Virtual Youtubers
Yashiro Kizuku,ISTJ,unknown,Internet,Virtual Youtubers
Mashiro,ENTP,unknown,Internet,Virtual Youtubers
Amicia Michella,INFJ,unknown,Internet,Virtual Youtubers
Kokone,INFP,unknown,Internet,VOCALOID
Shellin Burgundy,INFP,unknown,Internet,Virtual Youtubers
阿萨Aza,ENTP,unknown,Internet,Virtual Youtubers
Sweet Ann,ESTJ,unknown,Internet,VOCALOID
galaco,ENFJ,unknown,Internet,VOCALOID
Tohoku Zunko,ESFJ,unknown,Internet,VOCALOID
Cecile,INTP,unknown,Internet,Virtual Youtubers
moenaomii,ENTP,unknown,Internet,Virtual Youtubers
SergantAj,ESFP,unknown,Internet,Virtual Youtubers
Koharu Rikka,ENFP,unknown,Internet,VOCALOID
Juon Kiku,INTJ,unknown,Internet,Virtual Youtubers
KOKO (幸祜),ENFP,unknown,Internet,Virtual Youtubers
Kaguya Luna,ENTP,unknown,Internet,Virtual Youtubers
Andi Adinata【MAHA5】,ENTP,unknown,Internet,Virtual Youtubers
Misumi (DUSTCELL),INTJ,unknown,Internet,Virtual Youtubers
Miori Celesta,ENFJ,unknown,Internet,Virtual Youtubers
Ryumivt,ESFP,unknown,Internet,Virtual Youtubers
Amemiya Nazuna,INFP,unknown,Internet,Virtual Youtubers
Trickywi,ENFP,unknown,Internet,Virtual Youtubers
Punkalopi,ENTP,unknown,Internet,Virtual Youtubers
Machina X Flayon,ENFP,unknown,Internet,Virtual Youtubers
anon,ISFP,unknown,Internet,VOCALOID
Sekka Yufu (UTAUloid),INFJ,unknown,Internet,VOCALOID
Otogibara Era,ESFP,unknown,Internet,Virtual Youtubers
Kiyose Haruta,ESFP,unknown,Internet,Virtual Youtubers
Hikasa Tomoshika,ESFP,unknown,Internet,Virtual Youtubers
Kagura Suzu,INFJ,unknown,Internet,Virtual Youtubers
Rikka,ENFJ,unknown,Internet,Virtual Youtubers
Ibrahim,INTJ,unknown,Internet,Virtual Youtubers
Taka Radjiman,ENTP,unknown,Internet,Virtual Youtubers
Denki Sai,ESFP,unknown,Internet,Virtual Youtubers
Emberlith,ENFP,unknown,Internet,Virtual Youtubers
Amamiya Kokoro,INFP,unknown,Internet,Virtual Youtubers
Shian,ISTP,unknown,Internet,VOCALOID
Gundo Mirei,ESFP,unknown,Internet,Virtual Youtubers
Min Suha,ENFP,unknown,Internet,Virtual Youtubers
Tsurumaki Maki,ENFP,unknown,Internet,VOCALOID
Sakine Meiko,ESFP,unknown,Internet,Virtual Youtubers
Hachune Miku,ENFP,unknown,Internet,VOCALOID
Mew,ISTP,unknown,Internet,VOCALOID
RIM (理芽),ESTP,unknown,Internet,Virtual Youtubers
Kamito (kamito_jp),ISFP,unknown,Internet,Virtual Youtubers
KYO (ZOLA PROJECT),ENFJ,unknown,Internet,VOCALOID
Princess Zelina (Pixela),ENFP,unknown,Internet,Virtual Youtubers
kanon,ESTJ,unknown,Internet,VOCALOID
Kaheru,ENFP,unknown,Internet,Virtual Youtubers
Axia Krone,ENFJ,unknown,Internet,Virtual Youtubers
Aimaina,INTP,unknown,Internet,VOCALOID
Miuneru Haneuzu,ISFP,unknown,Internet,Virtual Youtubers
Baby Kata,ESFP,unknown,Internet,Virtual Youtubers
Miu Hizuki,ENFJ,unknown,Internet,Virtual Youtubers
Luna Rurine,INFP,unknown,Internet,Virtual Youtubers
Ars Almal,INFP,unknown,Internet,Virtual Youtubers
EMA (DUSTCELL),INFP,unknown,Internet,Virtual Youtubers
Marcelo Freitas ( Não adivinho),INTP,unknown,Internet,Virtual Youtubers
Dola (nijisanji),INFJ,unknown,Internet,Virtual Youtubers
Eileen (乃琳),INTP,unknown,Internet,Virtual Youtubers
girl_dm_,ENFP,unknown,Internet,Virtual Youtubers
DTV Animation,INTP,unknown,Internet,Virtual Youtubers
Minase,INFJ,unknown,Internet,Virtual Youtubers
Mikudayo,ENTJ,unknown,Internet,VOCALOID
LUMi,INFJ,unknown,Internet,VOCALOID
Kagura Nana,ISFP,unknown,Internet,Virtual Youtubers
Nui Sociere,ENFP,unknown,Internet,Virtual Youtubers
Natsumi Moe,INFP,unknown,Internet,Virtual Youtubers
Yuzuki Roa,INFP,unknown,Internet,Virtual Youtubers
Tsukishita Kaoru,ISFJ,unknown,Internet,Virtual Youtubers
Toudo Lihito,INTJ,unknown,Internet,Virtual Youtubers
Mo Qingxian,INFJ,unknown,Internet,VOCALOID
Miku Append,INTP,unknown,Internet,VOCALOID
Kakyoin Chieri,INFJ,unknown,Internet,Virtual Youtubers
Shio,ESFP,unknown,Internet,Virtual Youtubers
Thursday Rosenbaum (Basil),ENTP,unknown,Internet,Virtual Youtubers
Kishido Temma,ENTJ,unknown,Internet,Virtual Youtubers
Civia,INFJ,unknown,Internet,Virtual Youtubers
Bixby,ENFJ,unknown,Internet,Virtual Youtubers
Yumeoi Kakeru,ESTP,unknown,Internet,Virtual Youtubers
Hime Hajime,ENFP,unknown,Internet,Virtual Youtubers
Kasane Ted,ISTJ,unknown,Internet,Virtual Youtubers
Delay lama,ENFJ,unknown,Internet,Virtual Youtubers
Harusaruhi (春猿火),ISFP,unknown,Internet,Virtual Youtubers
YUU (ZOLA PROJECT),ESFP,unknown,Internet,VOCALOID
Aragami Oga,ISTJ,unknown,Internet,Virtual Youtubers
C9 Vienna,INFP,unknown,Internet,Virtual Youtubers
Ryugon Daimonji,INTP,unknown,Internet,Virtual Youtubers
Ryuto / Gachapoid,ENFP,unknown,Internet,Virtual Youtubers
Himari Inumaki (皇白璐),ISFP,unknown,Internet,Virtual Youtubers
Kano,ISFP,unknown,Internet,Virtual Youtubers
Shiina Yuika,ISFP,unknown,Internet,Virtual Youtubers
PorcelainMaid,ENTP,unknown,Internet,Virtual Youtubers
Suzuna Nagihara,INFJ,unknown,Internet,Virtual Youtubers
Kano Akira / Arsloid,ENFJ,unknown,Internet,VOCALOID
Frost Ch.,ENTP,unknown,Internet,Virtual Youtubers
Yatogami Fuma,ISFJ,unknown,Internet,Virtual Youtubers
Hizaki Gamma,ESTP,unknown,Internet,Virtual Youtubers
MakKoeda,ENFP,unknown,Internet,Virtual Youtubers
Kakashi Rushi,INFP,unknown,Internet,Virtual Youtubers
Watarai Hibari,ESFP,unknown,Internet,Virtual Youtubers
kendomurft,ENFP,unknown,Internet,Virtual Youtubers
Josuiji Shinri,ISFJ,unknown,Internet,Virtual Youtubers
Yuezheng Ling,ESTP,unknown,Internet,VOCALOID
Mirai Akari,ESFP,unknown,Internet,Virtual Youtubers
Sara Toujou,INTJ,unknown,Internet,Virtual Youtubers
Nemuri Kippei,INFP,unknown,Internet,Virtual Youtubers
Ienaga Mugi,INFP,unknown,Internet,Virtual Youtubers
Kisaragi Kaoru,ISFJ,unknown,Internet,Virtual Youtubers
Yashiro Setsuna,INTP,unknown,Internet,Virtual Youtubers
Hira,ISFJ,unknown,Internet,Virtual Youtubers
Hatchkey,ISTP,unknown,Internet,Virtual Youtubers
Kagami Kira,ENTP,unknown,Internet,Virtual Youtubers
Suzuya Aki,INFJ,unknown,Internet,Virtual Youtubers
Baianinho (Clássico),ESFJ,unknown,Internet,Virtual Youtubers
Yogiri,INFP,unknown,Internet,Virtual Youtubers
Nori,INFP,unknown,Internet,Virtual Youtubers
Debidebi Debiru,ENFP,unknown,Internet,Virtual Youtubers
Macne Petit,INTP,unknown,Internet,VOCALOID
Ah Yee Jeong,ENTP,unknown,Internet,Virtual Youtubers
Rai Galilei,INFP,unknown,Internet,Virtual Youtubers
Xin Hua,ESFJ,unknown,Internet,VOCALOID
Roi,ESFJ,unknown,Internet,Virtual Youtubers
Clara,ESFP,unknown,Internet,VOCALOID
Iori Yuzuru,ISFJ,unknown,Internet,VOCALOID
Tonarine Sai,ENFP,unknown,Internet,Virtual Youtubers
LOLA,ESTJ,unknown,Internet,VOCALOID
BIG AL,ESTP,unknown,Internet,VOCALOID
WIL (ZOLA PROJECT),ISTP,unknown,Internet,VOCALOID
Hinabe HongFei (Pixela),ESTP,unknown,Internet,Virtual Youtubers
Ban Hada,INFP,unknown,Internet,Virtual Youtubers
Natalie Hunter (NatalieXHunter),ENTP,unknown,Internet,Virtual Youtubers
Liliana Vampaia,ENFP,unknown,Internet,Virtual Youtubers
Ruby,ESTP,unknown,Internet,VOCALOID
ZEA Cornelia,INFP,unknown,Internet,Virtual Youtubers
Miyu Ottavia,ESFP,unknown,Internet,Virtual Youtubers
APOKI,ESFP,unknown,Internet,Virtual Youtubers
Shibuya Hal,ISTP,unknown,Internet,Virtual Youtubers
Toshiruz (Toshi),ESTP,unknown,Internet,Virtual Youtubers
Amano Nene,ESFJ,unknown,Internet,Virtual Youtubers
佩内洛珀·克莱因 (Penelope Klein),ESTJ,unknown,Internet,"Scientists, Technology & Educators"
Artia,INTJ,unknown,Internet,Virtual Youtubers
Nachoneko (なちょ猫),INFP,unknown,Internet,Virtual Youtubers
Ava (向晚),ESFP,unknown,Internet,Virtual Youtubers
Carol (珈乐),ISTP,unknown,Internet,Virtual Youtubers
Bella (贝拉),ISTJ,unknown,Internet,Virtual Youtubers
Millyo,ISTP,unknown,Internet,Virtual Youtubers
SOLARIA,INFJ,unknown,Internet,VOCALOID
Charlotte Suzu,ISTP,unknown,Internet,Virtual Youtubers
BubiVT,ENTJ,unknown,Internet,Virtual Youtubers
Starry Prince Alois,ISFJ,unknown,Internet,Virtual Youtubers
hackerling,ISFJ,unknown,Internet,Virtual Youtubers
darlingstrawb,ENFJ,unknown,Internet,Virtual Youtubers
RainhoeVT,ENFP,unknown,Internet,Virtual Youtubers
TakoLuka,ENFP,unknown,Internet,Virtual Youtubers
Shiteyan'yo,ENFP,unknown,Internet,Virtual Youtubers
Mikeneko,INFP,unknown,Internet,Virtual Youtubers
CottontailVA,ESFP,unknown,Internet,Virtual Youtubers
Eki Eviland,ISFP,unknown,Internet,Virtual Youtubers
Masaoka Azuki / AZUKI,ESFP,unknown,Internet,VOCALOID
Inui Toko,ISFJ,unknown,Internet,Virtual Youtubers
Kurusu Natsume,INFJ,unknown,Internet,Virtual Youtubers
August,ENTJ,unknown,Internet,Virtual Youtubers
Calorie,INFJ,unknown,Internet,Virtual Youtubers
Egue,ISTP,unknown,Internet,Virtual Youtubers
Shizuka Rin,INTP,unknown,Internet,Virtual Youtubers
Sora Aimu,ENFP,unknown,Internet,Virtual Youtubers
Anya,INFJ,unknown,Internet,Virtual Youtubers
Clydel Krier (Cihy),INFP,unknown,Internet,Virtual Youtubers
Yaezawa Natori,INFJ,unknown,Internet,Virtual Youtubers
Kongo Iroha,INFP,unknown,Internet,Virtual Youtubers
Spade Echo,ENFP,unknown,Internet,Virtual Youtubers
Yorumi Rena,ENFP,unknown,Internet,Virtual Youtubers
Amaki Okome,ENTJ,unknown,Internet,Virtual Youtubers
Nishizono Chigusa,ENFP,unknown,Internet,Virtual Youtubers
Hanabatake Chaika,ENTP,unknown,Internet,Virtual Youtubers
Suo Sango,ENTP,unknown,Internet,Virtual Youtubers
Ume Maia,INFP,unknown,Internet,Virtual Youtubers
Hiruka Haruka,INTP,unknown,Internet,Virtual Youtubers
Carro Pino,INTP,unknown,Internet,Virtual Youtubers
Ichinose Uruha,ISTP,unknown,Internet,Virtual Youtubers
Fugami Nanana,INFP,unknown,Internet,Virtual Youtubers
Suzuka Utako,ISFP,unknown,Internet,Virtual Youtubers
Mokota Mememe,ENFJ,unknown,Internet,Virtual Youtubers
Shiromiya Mimi,INTP,unknown,Internet,Virtual Youtubers
Han Chiho,ENFJ,unknown,Internet,Virtual Youtubers
Bruno,ENFJ,unknown,Internet,VOCALOID
YOSU,ISTP,unknown,Internet,Virtual Youtubers
LEON,ENFJ,unknown,Internet,VOCALOID
Akita Naru,ESFJ,unknown,Internet,VOCALOID
Ririsya,INFP,unknown,Internet,Virtual Youtubers
Natori Sana,ENFP,unknown,Internet,Virtual Youtubers
Komori Met,ENFP,unknown,Internet,Virtual Youtubers
Prima,ISTJ,unknown,Internet,Virtual Youtubers
Tonio,INTJ,unknown,Internet,Virtual Youtubers
Miko Ooka,ISFJ,unknown,Internet,Virtual Youtubers
Dandy 704,ESTP,unknown,Internet,Virtual Youtubers
*namirin,ENFJ,unknown,Internet,Virtual Youtubers
Lain Paterson,ESFJ,unknown,Internet,Virtual Youtubers
Minus,INFP,unknown,Internet,VOCALOID
Siska Leontyne,ENTP,unknown,Internet,Virtual Youtubers
Aru,INFP,unknown,Internet,Virtual Youtubers
Doushite-chan,ISTJ,unknown,Internet,VOCALOID
Akita Nero,ISTP,unknown,Internet,VOCALOID
Sati Akura,ENFP,unknown,Internet,Virtual Youtubers
Usagi Kira,ISFP,unknown,Internet,Virtual Youtubers
Iida Pochi,INTP,unknown,Internet,Virtual Youtubers
Zen Gunawan【MAHA5】,ESFJ,unknown,Internet,Virtual Youtubers
lazmall (らづま),ENFP,unknown,Internet,Virtual Youtubers
Fuwako Yuni,ENFJ,unknown,Internet,Virtual Youtubers
Merli,INFJ,unknown,Internet,VOCALOID
Minase Rio,INFP,unknown,Internet,Virtual Youtubers
Lazulight,ENFP,unknown,Internet,Virtual Youtubers
Obsydia,ISFP,unknown,Internet,Virtual Youtubers
Ethyria,INFJ,unknown,Internet,Virtual Youtubers
裏命 (RIME),ENTJ,unknown,Internet,VOCALOID
CIEL,INFJ,unknown,Internet,Virtual Youtubers
Stella (FAKELOID),INFJ,unknown,Internet,Virtual Youtubers
Aranis Elvene (Pixela isekai),INFJ,unknown,Internet,Virtual Youtubers
Hanabi Lafy (Pixela Isekai),INFP,unknown,Internet,Virtual Youtubers
Draki Kona (Pixela Isekai),INTP,unknown,Internet,Virtual Youtubers
